Үнэ,Талбай,Давхар,Ашиглалтын он,Дүүрэг
106380000.0,67.0,8,2016,5
107950000.0,70.3,9,1995,5
80610000.0,68.5,4,2001,1
91080000.0,74.6,13,2004,0
102680000.0,103.0,13,1994,2
78500000.0,79.5,5,2001,2
44650000.0,33.6,15,1998,1
107570000.0,70.0,2,2012,4
128140000.0,82.5,15,2015,4
134490000.0,83.6,13,1988,3
61710000.0,54.3,4,2003,1
91430000.0,83.0,11,2024,2
110600000.0,78.7,5,2019,0
143310000.0,108.3,13,2016,0
70900000.0,48.5,3,2014,4
61140000.0,52.9,4,1985,1
67530000.0,56.5,5,2023,2
77580000.0,53.2,4,2014,4
74330000.0,46.0,6,2020,5
25050000.0,25.0,10,2021,2
69870000.0,54.2,11,1995,1
78570000.0,68.6,9,1985,1
65380000.0,53.1,4,2011,1
119480000.0,96.8,4,2003,1
62530000.0,62.2,15,1985,1
101170000.0,85.2,5,1995,0
114000000.0,66.7,2,2024,5
80420000.0,76.9,8,1999,2
81280000.0,67.0,1,1995,0
95400000.0,86.6,6,2011,2
96630000.0,63.0,14,2011,4
100420000.0,70.9,5,1998,4
76310000.0,68.6,12,2018,2
83780000.0,56.8,8,2008,4
79360000.0,69.3,6,1991,1
127640000.0,102.2,11,1997,0
79460000.0,57.1,10,2018,0
62100000.0,69.6,6,1988,2
75780000.0,84.6,4,1985,2
105790000.0,82.5,15,2011,1
84710000.0,62.2,3,2002,0
25600000.0,25.0,16,1995,2
89200000.0,71.3,8,2003,0
30850000.0,25.0,16,1992,0
85920000.0,88.5,6,1999,2
111760000.0,65.1,10,1994,3
100210000.0,80.0,10,2008,1
0.0,45.8,6,2011,3
54170000.0,34.1,4,2021,4
71640000.0,66.7,9,1987,1
77560000.0,61.4,11,1998,1
64040000.0,53.2,5,1995,0
100340000.0,63.5,13,2008,5
176020000.0,111.8,11,2006,5
104180000.0,77.0,3,2020,0
136530000.0,80.9,16,2021,5
126810000.0,77.2,1,2015,5
94640000.0,88.6,11,1992,1
56600000.0,58.6,8,1986,2
,25.0,11,2020,3
78750000.0,58.6,13,2022,1
93520000.0,76.6,11,1995,0
52520000.0,44.5,11,1986,0
80000000.0,58.8,14,2012,1
69780000.0,49.5,12,2008,4
116280000.0,89.0,14,2020,1
116290000.0,75.5,7,2008,4
96930000.0,73.7,4,2015,1
101680000.0,73.2,4,2016,0
95610000.0,61.3,10,1985,5
66170000.0,65.6,9,1990,2
60030000.0,40.7,2,2016,0
34720000.0,25.0,4,1992,5
89600000.0,64.7,16,1993,5
86150000.0,67.8,12,2015,1
98790000.0,83.8,13,1993,1
129980000.0,90.3,4,1990,5
100270000.0,90.3,2,1985,1
52400000.0,44.0,5,2003,1
83220000.0,55.7,14,2010,4
77440000.0,70.6,9,2014,2
206030000.0,107.6,13,2021,3
121150000.0,88.6,8,2011,0
146380000.0,82.1,8,2015,3
79280000.0,55.0,10,1993,4
,46.1,16,1998,3
91120000.0,76.2,7,1997,1
48340000.0,42.2,10,1987,0
99970000.0,57.7,15,2023,4
96340000.0,59.9,6,1994,3
94970000.0,90.7,14,2002,2
85600000.0,55.6,9,1999,5
35550000.0,25.0,15,1986,3
119020000.0,71.1,8,2021,5
58470000.0,49.4,11,1993,0
82990000.0,62.8,6,1989,4
88090000.0,60.4,11,1998,5
59910000.0,57.1,6,1990,2
127370000.0,76.2,10,2024,5
57910000.0,34.4,13,1992,3
62980000.0,52.7,7,1997,1
98570000.0,74.3,7,1995,4
50360000.0,50.9,6,1986,2
39890000.0,33.0,12,1985,5
112120000.0,74.0,10,2005,4
132480000.0,82.2,9,1994,3
86010000.0,61.2,1,1988,5
34100000.0,26.7,2,1996,5
91550000.0,74.7,1,1995,0
,32.1,14,2001,4
111890000.0,67.6,14,2024,5
74130000.0,46.0,2,1997,3
47090000.0,41.1,1,2013,2
71530000.0,54.0,13,2015,1
55160000.0,58.7,9,1987,1
95700000.0,50.4,5,2005,3
112520000.0,72.6,10,2002,5
72340000.0,54.0,4,2005,0
127450000.0,79.6,4,1991,3
62690000.0,67.1,6,2003,2
81230000.0,49.4,15,1989,3
59680000.0,46.4,13,2022,1
42330000.0,32.3,4,2008,1
62870000.0,67.2,9,1986,2
,55.6,15,2005,1
25710000.0,25.0,16,2022,2
84810000.0,52.4,13,2014,4
48290000.0,45.8,3,1995,1
153640000.0,90.4,4,2020,4
53960000.0,31.3,4,1992,5
65600000.0,36.1,3,1994,3
102800000.0,82.0,3,1991,0
144650000.0,86.4,6,2021,5
92790000.0,48.6,9,2013,3
77820000.0,50.6,7,2005,5
73470000.0,73.1,7,2011,2
47150000.0,25.0,4,1995,3
36030000.0,28.5,3,1987,1
105700000.0,56.9,16,2018,3
99200000.0,89.9,10,2023,2
,54.2,4,1986,4
53600000.0,63.8,13,1987,2
132500000.0,82.4,14,2007,5
132280000.0,99.9,16,1986,5
80850000.0,51.6,3,2013,4
67720000.0,61.7,11,2022,2
104700000.0,94.8,16,1996,1
49730000.0,34.6,13,1996,4
149140000.0,80.5,4,2019,3
76900000.0,43.7,15,1999,3
99330000.0,63.8,7,1994,3
0.0,57.6,8,1988,1
61430000.0,44.8,9,2018,4
50400000.0,44.3,13,2022,1
101320000.0,67.0,2,1988,5
156200000.0,79.9,9,2017,3
85720000.0,59.7,14,1991,5
86680000.0,63.3,9,1990,5
89430000.0,72.3,5,2000,0
71170000.0,44.5,1,2002,5
123050000.0,75.3,9,2019,5
123940000.0,76.7,12,2012,5
154740000.0,108.9,9,1990,5
84410000.0,55.2,16,2008,5
83990000.0,53.8,10,2020,4
117060000.0,75.8,9,2011,4
89060000.0,76.7,1,1994,0
85600000.0,52.4,9,1990,3
81750000.0,54.7,3,2003,5
105570000.0,71.7,12,2003,4
84800000.0,47.1,3,1999,3
76480000.0,54.6,15,1989,5
93550000.0,63.6,5,1989,5
1052910000.0,79.9,7,2006,5
95060000.0,51.1,3,2022,3
31020000.0,28.8,4,2008,2
49510000.0,27.5,15,2002,5
47390000.0,39.3,5,2022,0
50930000.0,38.4,9,2012,0
101250000.0,59.2,16,2013,5
40430000.0,40.6,10,2008,2
62830000.0,49.4,1,2015,1
52130000.0,48.1,6,2005,2
59100000.0,54.1,7,2009,2
141720000.0,85.8,5,2009,5
102080000.0,73.9,4,2015,0
109340000.0,62.3,9,2020,5
74270000.0,53.7,7,1996,4
69470000.0,54.2,5,2012,0
89430000.0,67.9,7,1986,4
103330000.0,72.5,6,2006,4
78240000.0,45.7,4,2020,5
66450000.0,62.7,8,2010,2
351990000.0,25.4,16,1995,3
118860000.0,65.8,9,2009,3
85070000.0,75.7,10,1999,1
71710000.0,57.0,16,2002,1
107130000.0,94.7,10,1994,1
62250000.0,46.1,4,2009,1
63180000.0,65.9,7,1992,2
66330000.0,61.4,8,2002,2
85320000.0,60.2,8,2022,0
80200000.0,59.9,3,2015,1
76950000.0,63.9,2,2001,1
118880000.0,77.3,6,2023,4
123820000.0,86.8,15,1985,5
117850000.0,62.0,12,2023,3
132240000.0,76.7,14,1999,3
80640000.0,49.4,3,2017,4
103430000.0,75.8,7,2022,0
69420000.0,48.3,10,2009,4
104610000.0,81.6,7,2009,1
136230000.0,101.8,7,2014,0
63180000.0,59.8,6,1994,2
27750000.0,25.0,1,1992,1
91290000.0,52.1,14,1998,3
109560000.0,84.2,15,2004,0
98360000.0,72.0,2,2014,0
64980000.0,66.5,7,1995,2
141880000.0,80.2,9,2007,3
114530000.0,70.7,13,1985,3
96850000.0,83.9,16,1986,0
107440000.0,78.5,7,2023,1
142540000.0,89.4,12,2019,4
114310000.0,68.5,15,2019,5
103960000.0,78.3,14,1998,0
73940000.0,56.5,5,2005,1
82000000.0,51.2,14,2011,5
153410000.0,92.7,7,1995,3
103960000.0,65.9,1,2014,5
83130000.0,76.5,13,2012,2
78110000.0,64.2,14,2001,1
56820000.0,51.4,6,2002,2
106520000.0,62.2,8,1997,3
115920000.0,87.8,6,2017,0
141840000.0,72.0,2,2024,3
50560000.0,31.2,16,2024,4
74890000.0,58.1,1,2015,0
122000000.0,94.1,9,1998,0
81260000.0,58.2,1,2016,1
36930000.0,29.6,12,1994,0
136560000.0,96.1,15,2020,0
125340000.0,74.3,11,1995,3
68320000.0,60.7,10,2001,2
80600000.0,55.3,14,1988,5
123500000.0,81.5,16,1988,3
70200000.0,52.2,14,2000,1
111920000.0,82.7,4,2007,0
92920000.0,71.8,10,1985,4
87360000.0,66.4,14,2018,0
93310000.0,64.6,5,1989,5
111730000.0,58.9,11,2024,3
94890000.0,80.8,1,1995,1
61140000.0,46.4,15,2000,0
34860000.0,32.8,10,1991,1
130810000.0,73.1,12,2017,3
82800000.0,73.4,14,2014,2
65640000.0,70.6,4,1988,2
67500000.0,69.3,8,1989,2
55250000.0,56.2,14,2009,2
125600000.0,76.2,3,2019,5
85740000.0,61.2,14,1989,4
55000000.0,53.2,5,1993,2
69880000.0,56.4,10,2006,0
90350000.0,98.4,9,1989,2
45630000.0,30.8,11,1997,5
79810000.0,71.0,14,1985,1
50510000.0,31.8,6,2004,5
106930000.0,60.1,3,2013,3
57210000.0,54.2,7,2001,2
47150000.0,25.0,10,1995,3
100830000.0,69.0,13,2001,4
61010000.0,55.2,13,2005,1
25240000.0,25.0,6,1991,2
98970000.0,77.1,15,1989,0
94800000.0,87.8,2,1992,1
170240000.0,88.8,2,2024,3
123310000.0,68.5,1,2013,3
100810000.0,62.8,15,1990,3
87610000.0,85.9,3,1997,2
115080000.0,92.3,10,2001,1
113890000.0,82.4,14,1992,4
76920000.0,45.1,13,2019,4
105550000.0,65.6,16,2022,4
68070000.0,69.9,1,1994,2
25050000.0,29.4,7,1985,2
74260000.0,70.4,9,1995,1
162700000.0,102.9,12,2008,5
124080000.0,73.5,10,2017,4
128000000.0,88.5,9,1998,4
94290000.0,65.3,5,1995,4
82960000.0,60.7,2,1994,4
105990000.0,68.9,7,1985,3
48540000.0,47.3,5,1985,2
76010000.0,44.7,9,2002,5
117510000.0,84.8,13,2009,0
137820000.0,86.7,9,1985,3
50750000.0,44.2,10,1993,1
106320000.0,79.4,1,2021,1
95560000.0,60.4,11,2024,4
97780000.0,68.1,8,2010,4
69740000.0,70.3,2,2005,2
85940000.0,79.9,4,2008,2
63740000.0,63.5,13,1999,2
120520000.0,87.4,15,1993,5
101530000.0,67.6,9,2000,5
116110000.0,73.2,16,2012,5
79660000.0,47.0,3,2011,3
133350000.0,100.9,5,2012,0
91470000.0,70.5,15,2009,0
84590000.0,74.8,3,1987,0
56240000.0,33.1,11,2010,5
54780000.0,47.2,4,2020,1
103540000.0,84.3,6,2010,0
118740000.0,67.2,8,2008,3
33650000.0,27.6,6,1993,0
133700000.0,80.7,14,2016,5
52380000.0,52.2,16,2003,2
140160000.0,87.4,9,1995,3
63420000.0,60.4,9,2004,2
61680000.0,65.7,1,1989,2
140660000.0,83.2,4,2022,4
81750000.0,45.8,1,2013,3
65390000.0,44.1,14,1998,5
89690000.0,58.5,4,2016,0
88720000.0,76.9,6,1987,0
41280000.0,38.0,14,2000,2
60020000.0,32.0,12,2011,3
108910000.0,76.8,10,1985,5
93820000.0,51.1,1,2013,3
62490000.0,54.9,10,2017,2
43440000.0,28.6,9,2008,4
69720000.0,49.8,6,1993,5
80690000.0,61.9,12,2014,1
88120000.0,78.7,15,1998,2
92510000.0,48.1,5,2014,3
165110000.0,91.8,6,2010,3
73240000.0,49.7,6,1988,5
75070000.0,49.7,14,1988,3
83550000.0,89.7,2,1985,2
95690000.0,65.8,15,1987,5
82590000.0,52.1,13,1996,5
61980000.0,59.2,8,1986,1
113410000.0,86.4,10,2022,1
175610000.0,88.4,15,2021,3
46590000.0,47.3,13,1991,2
69160000.0,61.2,5,1997,2
103870000.0,63.6,1,2014,5
71500000.0,44.2,11,2011,5
106550000.0,61.0,3,2008,3
105120000.0,62.1,2,2024,4
109080000.0,82.5,16,2010,1
146080000.0,83.7,8,2011,3
81690000.0,56.1,11,2005,4
90180000.0,58.1,4,2006,4
103810000.0,74.0,2,1996,4
61040000.0,51.5,2,2005,1
125870000.0,72.6,6,2021,5
66500000.0,60.4,1,2000,2
51030000.0,44.6,7,1990,0
80000000.0,44.8,6,2008,3
157200000.0,88.0,9,2016,3
92560000.0,59.2,10,2023,4
113060000.0,91.5,5,2006,1
86540000.0,52.8,8,2016,5
94430000.0,67.2,2,1995,5
122980000.0,105.1,5,2001,1
68910000.0,43.0,16,2001,3
41450000.0,27.8,16,1998,4
123740000.0,85.2,8,2013,4
61490000.0,47.1,16,2020,0
84190000.0,61.6,9,1998,5
74880000.0,51.5,3,1990,5
84820000.0,66.8,14,2018,0
50850000.0,44.9,7,2018,2
89190000.0,58.8,10,2022,0
109240000.0,70.1,11,1995,5
41130000.0,43.9,5,2013,2
90770000.0,49.4,12,2013,3
58340000.0,55.7,9,2016,2
44990000.0,36.3,6,2017,0
91730000.0,54.4,5,2023,5
72250000.0,64.1,12,2004,2
79380000.0,54.8,4,1988,5
65560000.0,57.1,2,1992,0
101390000.0,61.6,15,2020,4
47740000.0,50.2,6,2018,2
99660000.0,74.4,11,1985,5
106160000.0,87.8,12,1999,0
88020000.0,53.6,14,1994,3
70660000.0,70.7,11,1997,2
71930000.0,57.7,12,2010,1
83240000.0,68.6,14,2005,1
138760000.0,90.2,16,2004,5
92390000.0,71.2,1,2002,0
40400000.0,30.1,12,2010,0
125500000.0,70.2,3,2012,3
118500000.0,84.2,15,1986,5
85750000.0,58.0,1,1990,5
79000000.0,79.9,4,1998,2
75190000.0,49.6,4,2002,5
72270000.0,35.3,10,2024,3
69190000.0,64.5,1,2020,2
45410000.0,30.4,1,2010,1
49380000.0,57.7,9,1986,2
93930000.0,85.2,16,1989,1
36640000.0,27.6,9,2003,4
59790000.0,39.0,8,2008,0
55680000.0,43.4,11,2011,0
57150000.0,60.9,9,1990,2
75610000.0,55.4,7,2020,0
134440000.0,87.2,10,2004,5
138610000.0,79.2,1,2008,3
77390000.0,70.9,4,1986,1
70010000.0,64.6,11,2017,1
103130000.0,69.1,6,2006,4
53310000.0,46.5,1,1993,1
118660000.0,77.4,2,1997,5
57590000.0,42.0,14,1999,0
72300000.0,77.0,6,1986,2
161490000.0,83.4,1,2022,3
69560000.0,65.8,12,2017,2
70160000.0,58.8,9,2020,2
68450000.0,69.2,8,1999,2
39200000.0,25.0,15,2007,3
98020000.0,67.4,6,2003,4
68630000.0,60.0,10,2004,2
92680000.0,61.1,12,2008,4
134480000.0,74.7,10,2003,3
75260000.0,60.7,4,2015,1
52490000.0,41.5,11,1987,0
82950000.0,59.5,12,1992,5
84450000.0,63.2,2,2020,1
103440000.0,64.1,3,2020,4
109400000.0,64.9,11,2017,5
121720000.0,80.7,2,1999,5
51200000.0,42.5,15,2003,0
90270000.0,65.2,2,1986,4
92570000.0,85.2,16,1996,2
53800000.0,30.8,11,2014,3
73490000.0,65.2,8,1998,0
77870000.0,51.5,5,2004,4
60540000.0,55.3,6,1989,1
55090000.0,45.7,12,2004,1
109030000.0,58.9,13,2013,3
99690000.0,95.1,4,2007,2
47400000.0,39.2,9,2007,1
691290000.0,40.9,16,2021,3
50330000.0,38.6,5,1994,1
93710000.0,93.1,12,1996,2
65710000.0,53.7,3,2009,0
74000000.0,61.5,14,2004,0
78180000.0,54.7,3,2024,0
58330000.0,45.0,5,1987,5
61820000.0,57.8,8,1989,0
127620000.0,106.2,6,1998,1
93740000.0,87.1,3,2003,2
63370000.0,46.6,11,2020,0
95590000.0,73.7,1,2004,0
81160000.0,47.0,16,2002,3
38150000.0,30.0,1,1991,0
139970000.0,80.4,6,2002,3
91560000.0,82.9,15,2006,1
85750000.0,80.8,3,2008,2
83010000.0,53.5,2,2009,4
69390000.0,59.0,12,2002,1
108090000.0,75.5,2,1991,5
97540000.0,69.0,15,1991,4
,54.9,8,1991,2
64460000.0,32.9,14,2009,3
88690000.0,64.0,4,2019,1
92410000.0,81.4,3,2020,2
58970000.0,40.4,16,1997,5
87550000.0,73.5,13,1988,4
88620000.0,68.0,15,2010,0
99400000.0,75.5,6,1986,5
98510000.0,77.7,7,2010,1
62660000.0,49.5,10,2000,0
63970000.0,32.9,8,2018,3
74890000.0,52.4,4,2010,0
86250000.0,78.0,7,2014,2
88070000.0,52.2,10,2001,5
69130000.0,49.5,1,2018,0
38240000.0,29.2,6,2006,4
139950000.0,93.5,5,2010,4
127920000.0,76.9,2,1999,3
81240000.0,75.9,2,2002,2
127480000.0,79.4,8,2018,5
121330000.0,72.4,2,2000,3
65600000.0,57.6,6,1985,0
58950000.0,59.1,9,2000,2
59060000.0,54.3,14,2000,2
161140000.0,109.4,2,2001,4
0.0,72.0,7,1987,0
75010000.0,53.7,2,1990,5
121980000.0,70.4,7,1997,3
69070000.0,43.8,8,2001,3
92370000.0,89.1,13,1986,1
67370000.0,50.1,8,2000,4
105070000.0,71.0,15,1997,5
81840000.0,81.2,3,1986,2
66460000.0,68.9,1,1995,2
87900000.0,63.7,1,1996,4
72810000.0,62.2,6,1990,0
80930000.0,61.0,4,2015,1
58140000.0,51.6,2,1987,0
93090000.0,53.9,4,2008,3
153630000.0,88.6,16,2011,3
79960000.0,60.0,13,2017,0
88440000.0,47.9,1,2006,3
68600000.0,52.7,15,2006,0
130240000.0,81.8,4,2015,5
89190000.0,74.2,7,2019,2
101930000.0,72.1,6,1993,5
95710000.0,57.4,7,2016,4
97740000.0,72.3,13,2003,0
79880000.0,50.4,12,1988,3
84470000.0,57.3,10,2009,5
116340000.0,79.5,11,2024,1
88980000.0,77.7,12,1990,1
59840000.0,44.3,3,1985,5
78760000.0,46.6,7,2021,4
71490000.0,64.0,2,2008,2
97250000.0,93.1,12,1993,2
34860000.0,27.5,8,2016,0
85260000.0,67.0,11,2000,0
50600000.0,37.2,10,1998,5
61590000.0,50.6,5,1996,1
97790000.0,55.4,3,2008,3
88110000.0,54.4,16,1990,3
52980000.0,52.4,5,1999,2
87040000.0,62.1,2,1997,4
78850000.0,52.4,5,1987,3
68560000.0,35.7,15,2015,3
0.0,76.0,5,1985,1
99200000.0,75.6,16,2023,1
124220000.0,77.2,8,1988,3
42350000.0,34.3,14,1999,1
74990000.0,67.4,11,1988,1
118770000.0,74.2,1,1999,3
60460000.0,43.4,9,2009,4
84260000.0,62.2,7,1988,5
65130000.0,59.9,4,2006,1
154200000.0,95.2,9,2015,4
167640000.0,96.6,2,2003,3
30780000.0,32.0,12,1989,2
162660000.0,106.9,14,2012,5
37410000.0,45.5,2,1992,2
123720000.0,79.7,8,1985,3
143890000.0,79.5,11,2002,3
69780000.0,44.1,1,1995,3
70720000.0,70.9,7,1986,2
65300000.0,60.1,5,2016,2
77490000.0,72.0,1,2008,2
97430000.0,66.2,13,2021,0
126980000.0,83.5,8,2004,5
93660000.0,63.4,13,2002,5
72330000.0,59.0,10,2018,2
110180000.0,81.7,15,1988,4
126210000.0,72.4,16,1999,3
81360000.0,75.2,10,2016,2
88370000.0,50.0,6,1996,3
70220000.0,43.2,7,2020,4
77940000.0,51.8,14,1996,5
74160000.0,50.8,7,2001,4
84920000.0,76.2,9,2020,2
79110000.0,79.6,4,1994,2
94370000.0,59.2,16,2023,4
125730000.0,87.8,11,1986,5
85750000.0,86.6,6,1995,2
80910000.0,66.4,10,2008,0
64320000.0,47.2,7,2008,4
144790000.0,90.4,3,2021,5
105680000.0,60.9,14,2023,5
98500000.0,64.3,15,2012,5
71800000.0,55.9,14,2011,1
65760000.0,46.0,6,1997,4
39760000.0,35.6,5,2017,2
113390000.0,73.4,1,2010,4
63980000.0,47.9,12,1985,4
174690000.0,117.1,6,2018,4
59630000.0,42.5,15,1999,4
49650000.0,39.4,14,2004,1
129700000.0,71.2,3,2004,3
107350000.0,89.5,15,2017,2
67740000.0,63.2,3,1995,1
102820000.0,72.3,8,2000,4
25390000.0,28.8,8,1986,1
80160000.0,49.8,16,1998,5
61540000.0,42.7,11,1988,4
37920000.0,27.9,15,2008,0
107700000.0,64.1,10,2020,5
37380000.0,25.0,14,2003,0
68950000.0,38.2,14,2021,5
104830000.0,52.3,14,2024,3
46680000.0,47.0,7,1987,2
118750000.0,69.1,7,2005,3
74740000.0,67.5,16,2006,2
83540000.0,78.1,13,2000,2
124060000.0,75.5,15,2018,5
0.0,82.5,10,2000,0
87510000.0,62.0,15,1987,4
94060000.0,67.5,12,2006,0
82810000.0,71.2,12,1993,0
64880000.0,64.5,3,1999,2
82720000.0,54.9,10,2005,4
77170000.0,56.0,12,2013,0
76190000.0,47.3,13,1996,3
107860000.0,69.6,16,2000,4
82390000.0,60.3,6,1987,4
77490000.0,50.1,5,2000,5
82440000.0,50.1,16,2008,4
48450000.0,40.2,16,2009,1
131380000.0,79.6,3,1996,3
83530000.0,63.4,7,1987,5
69290000.0,46.5,16,2008,4
77550000.0,76.6,4,2011,2
63750000.0,51.9,13,1988,0
58400000.0,36.7,2,2005,5
76070000.0,80.4,3,1988,2
89560000.0,52.3,13,2003,3
71640000.0,54.6,10,2010,1
75460000.0,62.7,9,2013,1
91790000.0,82.6,14,2013,2
72230000.0,62.4,5,2015,2
41840000.0,40.4,9,1994,0
96710000.0,71.8,10,2018,1
69290000.0,53.3,12,1998,4
113220000.0,96.0,6,1999,1
75680000.0,62.0,11,2016,1
41370000.0,25.0,8,1998,4
90900000.0,68.4,9,1987,5
117180000.0,97.0,14,2013,1
99080000.0,90.4,7,2011,2
166190000.0,95.0,11,2008,3
53370000.0,43.6,16,1990,4
126520000.0,78.4,13,2010,5
50750000.0,49.0,16,1992,0
94660000.0,66.0,10,2007,4
45540000.0,39.1,5,2005,1
68180000.0,50.4,16,2015,1
63130000.0,49.8,11,2024,2
93430000.0,78.2,4,1992,1
107350000.0,76.4,6,1989,5
108040000.0,67.0,5,2007,3
54800000.0,37.7,14,2023,0
0.0,56.4,2,1991,1
55990000.0,48.6,12,2004,2
99780000.0,77.7,9,2001,0
133710000.0,83.2,2,1997,3
121730000.0,81.0,10,2011,4
56390000.0,48.4,13,1996,2
31160000.0,25.0,12,2004,4
51580000.0,30.2,9,2018,3
152010000.0,87.6,6,2000,3
70750000.0,54.8,3,1985,4
86380000.0,48.5,1,2020,3
112190000.0,91.6,6,1995,1
111160000.0,84.8,11,2015,1
95850000.0,62.4,1,2015,4
65170000.0,56.7,16,2006,1
102380000.0,59.6,10,1988,3
76450000.0,66.1,5,2023,2
120860000.0,90.8,16,2012,1
86910000.0,69.6,3,2001,1
96700000.0,75.1,16,2019,1
133790000.0,83.0,5,2016,5
69610000.0,40.9,7,2015,4
127440000.0,75.6,7,1991,3
63730000.0,56.7,16,2010,1
37440000.0,25.0,5,1996,4
39030000.0,25.0,16,1988,3
69000000.0,43.7,6,1998,3
102230000.0,71.6,5,1989,5
69970000.0,64.0,11,1989,0
117150000.0,65.3,12,2014,3
99360000.0,97.1,6,2005,2
56970000.0,39.2,3,2000,5
84460000.0,61.5,7,1992,4
101270000.0,67.5,9,2015,4
80360000.0,48.7,1,2010,4
100130000.0,62.5,2,2008,5
52930000.0,33.2,15,1992,4
83760000.0,87.4,1,1989,2
76820000.0,49.7,7,1989,3
100570000.0,98.6,13,1986,2
0.0,61.4,6,2023,0
134760000.0,80.5,8,1999,3
96140000.0,61.0,2,2011,4
82180000.0,61.4,13,2024,0
86070000.0,51.5,11,2022,4
93210000.0,64.1,14,1997,4
685800000.0,67.7,14,2004,2
85960000.0,47.9,6,2003,3
70810000.0,59.7,1,1986,1
92990000.0,51.0,6,2015,3
178270000.0,103.4,3,2007,3
70180000.0,60.4,9,1999,2
110790000.0,89.8,3,2007,0
85120000.0,58.5,15,2014,4
75130000.0,66.7,10,1985,1
67120000.0,38.2,5,2010,5
71790000.0,54.0,15,2019,1
106160000.0,65.8,13,2014,4
105130000.0,90.5,8,2009,1
71400000.0,66.0,3,1988,1
88710000.0,86.9,6,2014,2
97870000.0,73.5,10,2015,1
104930000.0,91.3,13,2004,1
60240000.0,60.9,5,2008,2
160910000.0,105.0,12,2009,4
67010000.0,53.3,5,1989,0
55180000.0,48.2,4,1995,1
54370000.0,40.2,8,2016,1
141680000.0,104.0,3,2023,1
92760000.0,76.8,7,1995,0
80320000.0,56.0,6,2001,5
161780000.0,84.5,5,2021,3
104390000.0,74.4,13,1991,4
116370000.0,97.4,6,1995,1
48870000.0,34.1,12,1987,5
75060000.0,57.2,12,1994,4
87980000.0,53.7,11,2010,5
32850000.0,26.5,5,1998,0
92440000.0,81.1,14,2024,2
106090000.0,57.1,4,2020,3
96780000.0,75.3,5,2020,1
165800000.0,104.5,14,2014,4
55570000.0,55.6,6,2013,2
80110000.0,54.4,12,2005,5
107840000.0,64.1,1,2024,5
132570000.0,79.8,10,1988,3
70320000.0,51.8,14,2013,1
383220000.0,50.6,12,1990,2
105820000.0,81.0,10,1998,0
74170000.0,68.8,14,1995,2
22490000.0,25.2,5,2009,2
52500000.0,39.9,7,2016,4
119530000.0,89.0,2,1988,4
109190000.0,69.2,12,2009,4
54100000.0,48.3,12,1993,2
79260000.0,58.9,13,1988,5
112840000.0,62.2,12,2001,3
71790000.0,75.2,3,2008,2
52910000.0,37.6,11,1993,5
46540000.0,46.9,13,2000,2
82080000.0,66.9,4,2023,2
76090000.0,60.2,8,1998,1
142330000.0,72.3,15,2024,3
49570000.0,39.9,7,2018,0
88720000.0,68.4,13,1999,0
103490000.0,81.6,9,2008,1
102680000.0,70.8,11,2013,4
90360000.0,64.5,11,2003,5
80150000.0,60.3,11,2001,0
54630000.0,47.0,13,1998,1
81140000.0,60.7,15,1990,5
111180000.0,84.7,5,1985,4
86850000.0,59.9,15,1998,4
74960000.0,46.0,11,2016,5
80680000.0,53.1,10,1994,3
101870000.0,65.6,6,1992,5
82860000.0,55.3,7,1998,4
91180000.0,70.7,11,2008,0
80570000.0,71.4,6,1993,1
78520000.0,78.0,5,1993,2
93480000.0,87.6,14,1989,1
100340000.0,79.9,7,1998,0
68220000.0,45.2,11,1993,3
84720000.0,45.7,1,2018,3
75830000.0,60.6,2,2021,1
62720000.0,53.9,14,1999,0
52740000.0,41.5,3,1988,1
76100000.0,54.0,13,1988,5
66780000.0,53.5,15,1997,0
44090000.0,49.9,8,2003,2
70510000.0,56.3,15,2006,0
119800000.0,83.2,7,1997,4
,65.6,16,1999,0
121940000.0,106.5,4,1996,0
97250000.0,65.1,7,2005,4
73570000.0,56.8,7,2012,1
64050000.0,62.1,13,1986,2
78430000.0,66.6,1,2004,1
101800000.0,69.8,14,2010,5
1331820000.0,99.4,1,2011,4
53490000.0,46.8,6,2007,1
103300000.0,77.5,10,2006,0
72540000.0,65.7,3,2012,1
40450000.0,33.7,8,2000,0
104510000.0,75.9,16,2007,0
99340000.0,84.8,14,1997,1
71500000.0,46.6,1,2002,4
66210000.0,61.8,10,1989,0
39820000.0,30.9,10,1999,5
49970000.0,39.3,2,1990,1
80810000.0,80.9,11,1994,2
78100000.0,53.6,9,2001,4
46920000.0,42.0,11,2005,1
76570000.0,66.1,5,2022,2
53230000.0,52.6,5,1986,1
94080000.0,53.5,12,2020,5
87460000.0,75.3,12,1998,2
68180000.0,41.1,3,2013,5
70740000.0,45.7,4,2012,5
113400000.0,64.8,10,2023,3
82090000.0,79.4,14,1989,1
149080000.0,84.3,4,2023,5
43600000.0,50.0,4,1987,2
102820000.0,78.9,13,2020,1
54840000.0,47.9,12,2011,2
170060000.0,94.9,15,2004,3
61780000.0,41.6,13,2000,5
93920000.0,85.9,16,1988,1
745740000.0,50.2,4,2017,5
149960000.0,98.2,5,2014,4
115030000.0,72.6,4,2022,4
60650000.0,43.7,1,2014,0
71310000.0,52.6,13,2023,1
151480000.0,76.1,11,2020,3
124780000.0,80.9,2,2002,5
82060000.0,60.7,4,2013,1
83750000.0,62.8,4,1995,4
141480000.0,75.7,7,2016,3
